SEMESTER,SUBJECT,CATALOGNUMBER,LOCATION,ENROLMENTCAPACITY,ENROLMENTTOTAL,INSTRUCTORS,COMPONENTCODE
1034,KIN,241,BURNABY,30,29,Donald Hedges,LEC
1004,CMNS,899,BURNABY,9999,0,(null),CNV
1004,REM,100,BURNABY,9999,0,(null),CNV
1037,ITEC,691,SURREY,48,7,Marek Hatala,INS
1037,KIN,412,BURNABY,15,6,(null),TUT
1037,KIN,311,BURNABY,36,36,Amandio Vieira,LEC
1037,KIN,311,BURNABY,18,18,(null),TUT
1037,REM,445,BURNABY,18,12,(null),LEC
1051,CMNS,304,BURNABY,18,19,(null),TUT
1037,KIN,412,BURNABY,15,10,(null),TUT
1051,CMNS,304,BURNABY,18,17,(null),TUT
1061,CMNS,110,BURNABY,65,66,Donald Gutstein,SEC
1064,CMNS,346,HRBRCNTR,18,6,(null),TUT
1074,ENSC,425,BURNABY,37,36,Lakshman One,LEC
1077,ENSC,383,BURNABY,60,39,Mehrdad Moallem,LEC
1094,CMNS,262,BURNABY,72,74,Kathleen Cross,LEC
1077,ENSC,100W,BURNABY,8,0,(null),TUT
1077,ENSC,100W,BURNABY,8,8,(null),TUT
1094,CMPT,125,BURNABY,25,20,Louis Hafer,LAB
1077,KIN,306,BURNABY,18,18,(null),TUT
1017,TECH,120,BURNABY,9999,0,(null),CNV
1021,TECH,145,SURREY,999,0,(null),STL
1021,TECH,145,SURREY,0,0,(null),STL
1021,TECH,145,SURREY,0,0,(null),STL
1021,TECH,145,SURREY,0,0,(null),STL
1021,TECH,145,SURREY,999,0,(null),STL
1104,CMPT,354,BURNABY,85,59,Wo-Shun Luk,LEC
1031,KIN,143,BURNABY,40,39,(null),LAB
1037,ITEC,601,SURREY,0,0,(null),WKS
1054,KIN,142,BURNABY,15,14,(null),LAB
1054,KIN,142,BURNABY,15,15,(null),LAB
1061,CMNS,261,BURNABY,18,16,(null),TUT
1004,MTEC,694,BURNABY,9999,0,(null),CNV
1064,KIN,142,SURREY,38,33,Vineet Johnson,LEC
1067,CMNS,230,BURNABY,18,14,(null),TUT
1067,CMNS,230,BURNABY,0,0,(null),TUT
1067,CMNS,230,BURNABY,0,0,(null),TUT
1067,CMNS,230,BURNABY,0,0,(null),TUT
1074,IAT,312,SURREY,26,25,David Bergman,STL
1091,TECH,106,SURREY,24,0,(null),LAB
1094,CMNS,262,BURNABY,0,0,(null),TUT
1077,CMNS,815,BURNABY,25,8,Peter Chow-White,SEM
1077,ENSC,100W,BURNABY,8,9,(null),TUT
1077,ENSC,100W,BURNABY,8,8,(null),TUT
1077,ENSC,100W,BURNABY,8,8,(null),TUT
1011,ITEC,695,BURNABY,9999,0,(null),CNV
1011,ITEC,611,BURNABY,9999,0,(null),CNV
1014,MTEC,698,BURNABY,9999,0,(null),CNV
1021,TECH,145,SURREY,0,0,(null),STL
1101,CMPT,428,BURNABY,30,9,Frances McLafferty,SEC
1104,CMPT,427,OFF,15,6,Harriet Chicoine,SEC
1027,ENSC,327,BURNABY,60,59,David Vaisey,LEC
1031,CMPT,307,BURNABY,65,25,(null),LEC
1047,CMNS,480,BURNABY,20,10,. Faculty,SEC
1047,CMPT,301,BURNABY,65,35,Anthony Chan,LEC
1051,ETEC,696,SURREY,25,0,(null),SEC
1057,CMNS,375,HRBRCNTR,12,20,(null),TUT
1057,IAT,801,SURREY,30,29,Janet McCracken,SEM
1057,CMNS,375,HRBRCNTR,12,19,(null),TUT
1041,TECH,123,SURREY,25,1,"Elizabeth Fee, Susan Clements-Vivian, Teresa Chanyungco, Thomas Calvert, Yaana Dancer",INS
1057,REM,644,BURNABY,25,23,Murray Rutherford,SEM
1061,CMNS,856,BURNABY,20,0,. Faculty,SEC
1061,CMNS,261,BURNABY,18,18,(null),TUT
1001,CMNS,205,BURNABY,9999,0,(null),CNV
1004,CMNS,260,BURNABY,9999,0,(null),CNV
1004,KIN,140,BURNABY,9999,0,(null),CNV
1001,CMNS,478,BURNABY,9999,0,(null),CNV
1061,CMNS,895,BURNABY,25,8,. Faculty,SEC
1004,CMNS,226,BURNABY,9999,0,(null),CNV
1067,CMNS,253,HRBRCNTR,0,0,(null),LEC
1071,KIN,865,BURNABY,5,8,Parveen Bawa,SEM
1017,KIN,805,BURNABY,9999,0,(null),CNV
1027,TECH,118,SURREY,0,0,(null),WKS
1031,IART,221,SURREY,24,25,Stephen Dipaola,INS
1031,TECH,121,SURREY,90,29,Susan Clements-Vivian,INS
1037,ITEC,260,SURREY,24,23,"Paula Bach, Thomas Calvert",OLC
1047,INTD,402,SURREY,30,0,Michael Dobson,WKS
1047,INTD,402,SURREY,129,132,Tracey Leacock,WKS
1037,ITEC,326,SURREY,48,0,Marek Hatala,INS
1061,IART,414,SURREY,30,0,(null),INS
1061,IART,414,SURREY,30,0,(null),STL
1021,CMNS,881,BURNABY,15,1,(null),SEC
1037,CMNS,483,BURNABY,20,9,(null),SEC
1041,ENSC,396,BURNABY,10,0,. Faculty,SEC
1021,REM,658,BURNABY,0,0,Mark Jaccard,SEM
1137,ENSC,325,BURNABY,84,79,Homa Eghbali,TUT
1004,CMPT,412,BURNABY,9999,0,(null),CNV
1011,CMPT,370,BURNABY,9999,0,(null),CNV
1147,MSE,250,BURNABY,1,1,(null),LEC
1057,ITEC,414,SURREY,24,19,Vadym Kyrylov,WKS
1124,ENSC,442W,SURREY,16,0,(null),LAB
1124,ENSC,442W,SURREY,16,0,(null),LAB
1137,ENSC,898,OFF,10,0,(null),SEC
1004,MTEC,608,BURNABY,9999,0,(null),CNV
1124,ENSC,442W,SURREY,50,0,(null),SEM
1004,IART,614,BURNABY,9999,0,(null),CNV
1011,ITEC,273,BURNABY,9999,0,(null),CNV
1164,MSE,427,SURREY,76,38,(null),LEC
1007,REM,612,BURNABY,9999,0,(null),CNV
1004,CMNS,363,BURNABY,9999,0,(null),CNV
1164,MSE,487,SURREY,5,0,(null),SEM
1164,MSE,312,SURREY,36,35,"Amr Marzouk, Krishna Vijayaraghavan, Mehrdad Moallem",LAB
1047,TECH,118,SURREY,10,0,(null),INS
1054,ITEC,323,SURREY,24,0,(null),INS
1054,ITEC,323,SURREY,24,0,(null),STL
1134,CMPT,430,OFF,5,0,Harriet Chicoine,SEC
1157,CMPT,373,SURREY,24,24,William Sumner,TUT
1004,KIN,460,BURNABY,9999,0,(null),CNV
1004,KIN,320,BURNABY,9999,0,(null),CNV
1141,MSE,493,SURREY,10,10,Harriet Chicoine,SEC
1114,CMPT,470,BURNABY,65,63,Gregory Baker,LEC
1067,CMNS,230,BURNABY,90,98,Catherine Murray,LEC
1071,TECH,114,SURREY,48,0,(null),INS
1071,TECH,114,SURREY,48,0,(null),OLC
1014,REM,610,BURNABY,9999,0,(null),CNV
1017,ITEC,327,BURNABY,9999,0,(null),CNV
1004,CMNS,224,BURNABY,9999,0,(null),CNV
1034,CMPT,899,BURNABY,50,34,(null),SEC
1134,CMPT,880,SURREY,24,12,Mohamed Hefeeda,LEC
1004,ITEC,694,BURNABY,9999,0,(null),CNV
1004,CMPT,XX1,BURNABY,9999,0,(null),CNV
1007,KIN,111,BURNABY,9999,0,(null),CNV
1164,MSE,312,SURREY,102,99,"Amr Marzouk, Krishna Vijayaraghavan, Mehrdad Moallem",TUT
1144,ENSC,250,BURNABY,127,110,Lakshman One,OPL
1141,MACM,101,BURNABY,24,14,Binay Bhattacharya,TUT
1031,TECH,147,SURREY,28,22,Natalia Kouzniak,STL
1014,TECH,120,BURNABY,9999,0,(null),CNV
1141,CMPT,404,BURNABY,35,28,Andrei Bulatov,LEC
1164,CMPT,371,BURNABY,100,90,Janice Regan,LEC
1004,KIN,326,BURNABY,9999,0,(null),CNV
1027,TECH,118,SURREY,0,0,(null),WKS
1031,IART,325,SURREY,48,38,Jim Bizzocchi,INS
1047,INTD,402,SURREY,120,132,"Aleksandra Dulic, Michael Dobson, Paraskevas Polydorou, Tracey Leacock",INS
1037,ENSC,427,BURNABY,5,2,(null),OPL
1004,TECH,162,BURNABY,9999,0,(null),CNV
1041,CMNS,408,BURNABY,2,19,Roman Onufrijchuk,SEC
1124,ENSC,442W,SURREY,17,0,(null),LAB
1004,ENSC,858,BURNABY,9999,0,(null),CNV
1164,MSE,312,SURREY,102,99,"Amr Marzouk, Krishna Vijayaraghavan, Mehrdad Moallem",LEC
1144,ENSC,295,OFF,20,5,Harriet Chicoine,SEC
1147,CMPT,127,BURNABY,0,0,(null),LAB
1014,ENSC,400,BURNABY,9999,0,(null),CNV
1014,CMNS,362,BURNABY,9999,0,(null),CNV
1141,DDP,310,OFF,30,2,Ze-Nian Li,SEC
1141,MSE,222,SURREY,130,120,(null),TUT
1141,MACM,101,BURNABY,24,23,Binay Bhattacharya,TUT
1151,ENSC,350,BURNABY,45,43,Fabio Campi,RQL
1037,ITEC,274,SURREY,0,0,(null),WKS
1037,ITEC,274,SURREY,0,0,(null),WKS
1151,ENSC,350,BURNABY,45,38,Fabio Campi,RQL
1031,IART,333,SURREY,0,0,Thecla Schiphorst,WKS
1031,INTD,215,SURREY,48,23,James Phillips,INS
1031,TECH,147,SURREY,0,0,Natalia Kouzniak,WKS
1157,CMPT,373,SURREY,24,24,William Sumner,TUT
1004,ENSC,196,BURNABY,9999,0,(null),CNV
1004,CMNS,496,BURNABY,9999,0,(null),CNV
1157,CMPT,427,OFF,15,3,Harriet Chicoine,SEC
1141,CMPT,130,SURREY,23,22,John Edgar,LAB
1141,CMPT,130,SURREY,21,21,John Edgar,LAB
1161,CMPT,135,SURREY,24,19,Scott Kristjanson,LAB
1161,CMPT,135,SURREY,26,25,Scott Kristjanson,LAB
1074,CMNS,331,BURNABY,18,0,(null),TUT
1094,CMNS,473,HRBRCNTR,48,48,Anne Ahmad,LEC
1164,ENSC,194,BURNABY,10,0,Harriet Chicoine,SEC
1094,CMNS,473,HRBRCNTR,8,8,(null),LAB
1044,ITEC,240,SURREY,24,22,John Edgar,INS
1057,INTD,402,SURREY,36,34,Christopher Shaw,WKS
1071,CMPT,371,SURREY,24,12,Mohamed Hefeeda,LEC
1061,IAT,312,SURREY,28,30,David Bergman,STL
1074,CMNS,347,HRBRCNTR,72,48,Terry Neiman,LEC
1137,CMPT,496,BURNABY,1,1,Kay Wiese,SEC
1004,KIN,407,BURNABY,9999,0,(null),CNV
1161,CMPT,135,SURREY,55,51,Scott Kristjanson,LEC
1161,MSE,495,SURREY,5,0,(null),LAB
1161,CMPT,135,SURREY,24,7,Scott Kristjanson,LAB
1164,MSE,481,SURREY,120,114,". Tbd, Kevin Oldknow",LEC
1164,MSE,481,SURREY,120,114,Kevin Oldknow,TUT
1131,ENSC,451,SURREY,72,73,Amr Marzouk,LEC
1131,CMPT,430,OFF,15,0,Harriet Chicoine,SEC
1037,INTD,211,SURREY,0,0,(null),OPL
1037,INTD,211,SURREY,0,0,(null),OPL
1037,INTD,211,SURREY,0,0,(null),OPL
1047,IART,313,SURREY,24,24,Kenneth Newby,STL
1047,IART,313,SURREY,24,24,Kenneth Newby,WKS
1037,ITEC,313,SURREY,0,0,(null),WKS
1037,INTD,211,SURREY,0,0,(null),OPL
1037,INTD,211,SURREY,0,0,(null),OPL
1157,ENSC,899,BURNABY,100,49,(null),SEC
1141,MSE,222,SURREY,130,120,Carolyn Sparrey,LEC
1147,CMPT,307,BURNABY,75,75,Pavol Hell,LEC
1141,CMPT,130,SURREY,60,54,John Edgar,LEC
1117,ENSC,894,BURNABY,2,0,Glenn Chapman,LAB
1154,ENSC,896,BURNABY,10,1,(null),SEC
1124,CMPT,318,SURREY,24,22,Arthur Kirkpatrick,LEC
1004,ENSC,100,BURNABY,9999,0,(null),CNV
1014,ITEC,221,BURNABY,9999,0,(null),CNV
1004,CMNS,258,BURNABY,9999,0,(null),CNV
1014,CMPT,310,BURNABY,9999,0,(null),CNV
1131,CMPT,427,OFF,15,8,Harriet Chicoine,SEC
1117,ENSC,498,SURREY,2,0,(null),SEC
1074,CMNS,347,HRBRCNTR,18,13,(null),TUT
1074,CMNS,347,HRBRCNTR,18,0,(null),TUT
1077,IAT,394,SURREY,0,0,(null),LEC
1134,CMPT,429,OFF,5,1,Harriet Chicoine,SEC
1084,CMPT,165,SURREY,48,24,Toby Donaldson,LEC
1014,TECH,152,BURNABY,9999,0,(null),CNV
1147,CMPT,428,OFF,5,2,Harriet Chicoine,SEC
1117,CMPT,426,OFF,5,2,Frances McLafferty,SEC
1154,MSE,394,OFF,50,0,Stephanie DeRapp,SEC
1094,CMNS,473,HRBRCNTR,8,9,(null),LAB
1094,CMNS,473,HRBRCNTR,8,8,(null),LAB
1107,ENSC,450,BURNABY,1,0,(null),OPL
1107,CMPT,275,BURNABY,80,73,Herbert Tsang,LEC
1107,CMPT,363,BURNABY,65,60,Anne Lavergne,LEC
1111,ENSC,195,SURREY,10,8,(null),SEC
1037,IART,321,SURREY,48,12,(null),STL
1041,IART,333,SURREY,24,10,"Elizabeth Fee, Robb Lovell, Teresa Chanyungco, Thomas Calvert",STL
1077,ENSC,898,BURNABY,75,45,. Faculty,SEC
1121,CMPT,740,BURNABY,25,13,Wo-Shun Luk,LEC
1084,KIN,304W,BURNABY,16,17,(null),TUT
1084,KIN,304W,BURNABY,16,17,(null),TUT
1004,KIN,485,BURNABY,9999,0,(null),CNV
1137,CMPT,430,METRO,30,0,Harriet Chicoine,SEC
1064,CMNS,375,HRBRCNTR,75,73,Robert Mercer,LEC
1091,ENSC,330,BURNABY,100,0,(null),OPL
1091,CMPT,307,SURREY,15,8,Joseph Peters,LEC
1127,CMPT,427,METRO,20,31,"Cristina Eftenaru, Harriet Chicoine",SEC
1144,ENSC,194,BURNABY,10,0,Harriet Chicoine,SEC
1131,ENSC,351,BURNABY,22,22,(null),TUT
1131,ENSC,351,BURNABY,22,21,(null),TUT
1131,ENSC,351,BURNABY,22,15,William Scratchley,TUT
1097,ENSC,388,SURREY,20,13,(null),LAB
1081,ENSC,380,BURNABY,80,70,Atousa Hajshirmohammadi,LEC
1081,CMNS,200,BURNABY,36,36,Cathryn Hill,LEC
1101,CMPT,427,BURNABY,30,24,Frances McLafferty,SEC
1064,CMNS,375,HRBRCNTR,12,6,(null),TUT
1087,ENSC,196,BURNABY,50,9,(null),SEC
1091,ENSC,887,BURNABY,25,0,(null),LEC
1014,KIN,451,BURNABY,9999,0,(null),CNV
1091,CMNS,259,BURNABY,40,24,Barry Truax,SEC
1004,CMPT,104,BURNABY,9999,0,(null),CNV
1127,CMPT,428,OFF,5,1,"Harriet Chicoine, John McDonald",SEC
1131,ENSC,892,BURNABY,80,4,(null),SEC
1131,MACM,101,SURREY,25,25,Kay Wiese,TUT
1131,ENSC,351,BURNABY,22,0,(null),TUT
1131,ENSC,351,BURNABY,88,79,William Scratchley,LEC
1134,ENSC,499,BURNABY,10,6,(null),SEC
1077,IAT,873,SURREY,1,2,Jim Bizzocchi,SEM
1077,CMNS,456,BURNABY,14,14,(null),TUT
1074,CMNS,496,BURNABY,20,2,Marcia Shimizu,PRA
1067,IAT,353,SURREY,24,0,(null),LEC
1091,ENSC,835,BURNABY,20,3,Ljiljana Trajkovic,LEC
1037,IART,314,SURREY,26,27,Kenneth Newby,INS
1084,KIN,304W,BURNABY,16,15,(null),TUT
1084,CMPT,165,SURREY,24,0,(null),LAB
1084,CMPT,165,SURREY,32,24,(null),LAB
1087,CMPT,275,BURNABY,72,68,Janice Regan,LEC
1131,MACM,101,SURREY,25,24,Kay Wiese,TUT
1094,KIN,452,BURNABY,10,0,Darleen Bemister,PRA
1134,ENSC,494,BURNABY,10,1,(null),SEC
1077,CMNS,456,BURNABY,28,25,Peter Anderson,LEC
1147,MSE,393,OFF,25,8,Stephanie DeRapp,SEC
1067,IAT,353,SURREY,24,0,(null),STL
1081,CMNS,489,BURNABY,10,3,. Faculty,SEC
1097,ENSC,388,SURREY,72,48,(null),TUT
1037,ENSC,100,BURNABY,9,7,(null),TUT
1154,MSE,353,SURREY,30,19,Jiacheng Wang,LAB
1037,ENSC,100,BURNABY,9,7,(null),TUT
1091,CMPT,740,BURNABY,15,0,Wo-Shun Luk,LEC
1064,CMNS,375,HRBRCNTR,15,13,(null),TUT
1127,ENSC,460,BURNABY,10,11,Meenakshinathan Parameswaran,SEC
1091,ENSC,376,BURNABY,15,0,(null),LEC
1094,KIN,310,BURNABY,60,57,Ryan Dill,SEC
1131,MACM,101,SURREY,148,142,Kay Wiese,LEC
1131,ENSC,225,BURNABY,71,0,(null),OPL
1081,CMPT,884,BURNABY,10,0,(null),LEC
1081,CMPT,771,SURREY,20,8,Mohamed Hefeeda,LEC
1081,CMPT,880,BURNABY,8,0,Evgenia Ternovska,LEC
1097,ENSC,388,SURREY,72,48,Majid Bahrami,LEC
1037,ENSC,100,BURNABY,9,8,(null),TUT
1037,ENSC,100,BURNABY,9,7,(null),TUT
1037,ENSC,100,BURNABY,9,9,(null),TUT
1037,ENSC,100,BURNABY,9,7,(null),TUT
1037,CMNS,362,HRBRCNTR,18,16,(null),TUT
1037,CMNS,362,HRBRCNTR,18,0,(null),TUT
1037,ENSC,340,BURNABY,90,35,Andrew Rawicz,LEC
1111,ENSC,182,SURREY,24,24,(null),TUT
1087,CMNS,856,BURNABY,5,0,"David Murphy, Janet Marontate",SEM
1154,ENSC,254,BURNABY,36,35,Fabio Campi,LAB
1037,ENSC,100,BURNABY,9,9,(null),TUT
1154,ENSC,254,BURNABY,40,12,Fabio Campi,LAB
1154,ENSC,254,BURNABY,40,0,Fabio Campi,LAB
1037,ENSC,100,BURNABY,9,9,(null),TUT
1037,ENSC,100,BURNABY,9,9,(null),TUT
1154,MSE,353,SURREY,30,30,Jiacheng Wang,LAB
1154,ENSC,254,BURNABY,118,58,Fabio Campi,TUT
1037,KIN,446,BURNABY,0,0,Charles Krieger,LEC
1021,REM,649,BURNABY,1,1,Peter Williams,SEC
1161,ENSC,701,BURNABY,10,1,Harriet Chicoine,PRA
1154,ENSC,254,BURNABY,40,11,Fabio Campi,LAB
1154,MSE,353,SURREY,30,0,Jiacheng Wang,LAB
1154,MSE,353,SURREY,120,105,Jiacheng Wang,TUT
1087,CMNS,856,BURNABY,5,0,(null),LAB
1037,TECH,117,SURREY,24,0,(null),STL
1154,CMPT,426,OFF,5,3,Harriet Chicoine,SEC
1041,KIN,140,HRBRCNTR,15,13,(null),TUT
1114,ENSC,894,SURREY,15,10,(null),TUT
1114,ENSC,894,SURREY,8,4,(null),LAB
1091,IAT,337,SURREY,24,26,Halil Erhan,LAB
1041,ITEC,328,SURREY,48,22,"Kay Wiese, Teresa Chanyungco, Thomas Calvert",INS
1051,INTD,305,SURREY,24,0,(null),OLC
1051,INTD,305,SURREY,24,0,(null),OLC
1047,ITEC,402,SURREY,24,24,Helmine Serban,OLC
1051,REM,625,BURNABY,22,20,Randall Peterman,SEM
1094,ENSC,195,BURNABY,50,5,(null),SEC
1111,CMPT,120,BURNABY,26,26,Arthur Kirkpatrick,LAB
1114,ENSC,894,SURREY,15,10,". Faculty, Erik Kjeang",LEC
1047,CMNS,483,BURNABY,20,7,. Faculty,SEC
1027,IART,216,SURREY,24,0,Christopher Moore,INS
1051,CMNS,362,HRBRCNTR,0,0,(null),TUT
1051,CMNS,362,HRBRCNTR,0,0,(null),TUT
1051,CMNS,362,HRBRCNTR,0,0,(null),TUT
1027,TECH,139,SURREY,30,0,(null),STL
1027,TECH,139,SURREY,30,0,(null),WKS
1031,IART,323,SURREY,48,0,James Budd,INS
1037,ITEC,241,SURREY,0,0,(null),STL
1081,CMPT,120,BURNABY,130,123,Diana Cukierman,LEC
1081,CMPT,120,BURNABY,32,32,Diana Cukierman,LAB
1051,CMNS,362,HRBRCNTR,0,0,(null),TUT
1054,ENSC,225,BURNABY,50,22,(null),TUT
1054,ENSC,225,BURNABY,100,31,"Kamal Gupta, Meenakshinathan Parameswaran, Mehrdad Saif",LEC
1054,KIN,105,BURNABY,80,77,Ryan Dill,SEC
1124,CMPT,166,SURREY,0,0,(null),LAB
1124,CMPT,166,SURREY,0,0,(null),LAB
1057,IAT,882,SURREY,30,3,John Dill,SEM
1124,ENSC,220,BURNABY,25,0,(null),LAB
1101,ENSC,330,BURNABY,83,84,Bozena Kaminska,LEC
1057,CMNS,856,BURNABY,10,2,Stephen Kline,SEC
1124,ENSC,220,BURNABY,85,0,(null),LAB
1101,ENSC,476,BURNABY,1,0,(null),OPL
1127,CMPT,110,BURNABY,50,40,Richard Frank,LEC
1124,CMPT,428,METRO,30,26,Cristina Eftenaru,SEC
1137,MSE,822,SURREY,25,11,Majid Bahrami,LEC
1137,CMPT,431,BURNABY,65,33,Arrvindh Shriraman,LEC
1124,ENSC,442W,SURREY,50,38,Farid Golnaraghi,TUT
1164,MSE,293,SURREY,30,22,Stephanie DeRapp,SEC
1111,CMPT,371,BURNABY,82,82,Jiangchuan Liu,LEC
1111,CMPT,429,OFF,3,1,Harriet Chicoine,SEC
1117,CMPT,415,BURNABY,9,9,"Alexandra Fedorova, Arthur Kirkpatrick, Evgenia Ternovska",SEC
1047,ETEC,691,SURREY,25,0,(null),SEC
1091,IAT,337,SURREY,24,22,Halil Erhan,LAB
1047,CMNS,354,BURNABY,18,20,(null),LAB
1091,IAT,337,SURREY,96,94,Halil Erhan,LEC
1027,TECH,111,SURREY,28,29,(null),OLC
1027,TECH,104,SURREY,56,53,(null),INS
1027,ITEC,211,SURREY,0,0,(null),OPL
1117,CMPT,429,OFF,5,0,Frances McLafferty,SEC
1027,TECH,138,SURREY,28,0,(null),WKS
1031,ITEC,493,SURREY,28,3,(null),INS
1041,ITEC,427,SURREY,48,28,"Elizabeth Fee, Marek Hatala, Teresa Chanyungco, Thomas Calvert",INS
1081,CMPT,120,BURNABY,32,29,Diana Cukierman,LAB
1087,CMNS,358,BURNABY,12,12,Barry Truax,LAB
1087,IAT,208,SURREY,27,27,Kenneth Zupan,STL
1111,CMPT,120,BURNABY,26,26,Arthur Kirkpatrick,LAB
1047,CMNS,354,BURNABY,18,18,(null),LAB
1027,IART,213,SURREY,0,0,(null),OPL
1031,ITEC,271,SURREY,48,32,Robert Woodbury,INS
1027,ITEC,211,SURREY,0,0,(null),OPL
1031,KIN,497,BURNABY,5,1,(null),SEC
1051,ENSC,196,BURNABY,150,18,"Andrew Jenkins, Kamal Gupta, Mehrdad Saif",SEC
1051,IAT,244,SURREY,24,23,Monique Silverman,LEC
1081,IAT,100,SURREY,23,23,Susan Clements-Vivian,STL
1037,IART,211,SURREY,42,0,(null),INS
1044,ITEC,275,SURREY,24,7,Elena Halmaghi,INS
1051,REM,691,BURNABY,10,0,(null),SEC
1067,CMNS,882,BURNABY,15,0,. Faculty,SEC
1051,ENSC,888,BURNABY,30,9,John Jones,LEC
1051,ENSC,380,BURNABY,80,68,"John Bird, Kamal Gupta, Mehrdad Saif",LEC
1097,ENSC,891,BURNABY,30,17,. Faculty,SEC
1061,CMNS,353,BURNABY,0,0,(null),LAB
1061,CMNS,353,BURNABY,0,0,(null),LAB
1044,MTEC,691,SURREY,25,0,(null),SEC
1047,KIN,352,BURNABY,15,5,"Darleen Bemister, John Dickinson",SEC
1067,KIN,805,BURNABY,20,6,(null),SEC
1131,ENSC,441,SURREY,66,0,Farid Golnaraghi,LAB
1051,ENSC,151,BURNABY,76,72,"Kamal Gupta, Mehrdad Saif, William Scratchley",LEC
1021,CMPT,101,BURNABY,140,137,David Mitchell,LEC
1081,CMPT,891,BURNABY,35,17,Diana Cukierman,SEM
1077,CMPT,126,BURNABY,35,31,David Mitchell,LAB
1077,CMPT,126,BURNABY,75,53,David Mitchell,LEC
1124,ENSC,442W,SURREY,50,38,Farid Golnaraghi,SEM
1064,ENSC,894,BURNABY,40,22,Stephen Whitmore,LEC
1064,REM,664,BURNABY,15,3,(null),SEC
1067,CMNS,851,BURNABY,15,1,. Faculty,SEC
1067,CMPT,307,SURREY,30,16,Thomas Shermer,LEC
1031,KIN,310,HRBRCNTR,60,27,"James Carter, Ryan Dill",LEC
1047,CMPT,701,BURNABY,30,17,Evgenia Ternovska,LEC
1014,REM,412,BURNABY,9999,0,(null),CNV
1011,CMPT,827,BURNABY,9999,0,(null),CNV
1054,KIN,431,BURNABY,18,16,(null),TUT
1017,MTEC,223,BURNABY,9999,0,(null),CNV
1017,ITEC,252,BURNABY,9999,0,(null),CNV
1147,MSE,898,SURREY,100,33,(null),SEC
1067,ENSC,325,BURNABY,100,0,(null),OPL
1054,CMNS,489,BURNABY,10,4,. Faculty,SEC
1081,ENSC,427,BURNABY,50,39,Tejinder Randhawa,LEC
1017,IART,898,BURNABY,9999,0,(null),CNV
1054,ENSC,895,BURNABY,5,5,Mirza Beg,TUT
1057,CMPT,731,BURNABY,15,2,Frank Burton,LEC
1081,KIN,143,BURNABY,120,119,Ryan Dill,LEC
1081,ENSC,230,BURNABY,50,0,(null),OPL
1021,IART,331,SURREY,999,0,(null),STL
1057,REM,621,BURNABY,35,27,Duncan Knowler,SEM
1151,MSE,491,SURREY,70,0,. Tbd,TUT
1021,KIN,416,BURNABY,15,8,(null),TUT
1067,CMPT,475,BURNABY,60,0,(null),LEC
1064,KIN,885,BURNABY,15,7,Christine MacKenzie,SEM
1087,IAT,265,SURREY,24,20,Yingchen Yang,LAB
1087,IAT,265,SURREY,24,23,Yingchen Yang,LAB
1031,ITEC,694,SURREY,25,2,Laura Trippi,INS
1067,CMNS,304W,BURNABY,15,12,(null),TUT
1067,CMNS,304W,BURNABY,0,0,(null),TUT
1127,CMPT,426,OFF,5,1,"Harriet Chicoine, John McDonald",SEC
1067,CMPT,150,SURREY,20,12,(null),TUT
1067,CMPT,150,SURREY,60,17,Harinder Khangura,LEC
1067,CMPT,150,SURREY,20,0,(null),TUT
1141,CMPT,454,SURREY,70,63,John Edgar,LEC
1141,ENSC,452,BURNABY,30,23,Lesley Shannon,TUT
1141,ENSC,452,BURNABY,30,23,Lesley Shannon,LAB
1011,CMNS,845,BURNABY,9999,0,(null),CNV
1077,CMNS,396,BURNABY,50,14,Marcia Shimizu,PRA
1014,CMPT,750,BURNABY,9999,0,(null),CNV
1081,ENSC,892,BURNABY,30,1,. Faculty,SEC
1081,IAT,487,SURREY,1,1,Russell Taylor,LEC
1027,CMPT,429,BURNABY,35,17,Harriet Chicoine,SEC
1087,CMPT,365,BURNABY,50,42,Mark Drew,LEC
1087,CMPT,361,BURNABY,48,46,Torsten Moller,LEC
1091,CMNS,262,BURNABY,12,13,(null),TUT
1087,REM,899,BURNABY,20,14,. Faculty,SEC
1091,CMNS,262,BURNABY,12,14,(null),TUT
1157,ENSC,470,BURNABY,17,16,Glenn Chapman,LAB
1157,ENSC,470,BURNABY,17,14,Glenn Chapman,LAB
1071,IAT,100,SURREY,24,25,Gilly Mah,STL
1071,ENSC,102,BURNABY,170,123,Renee McCallum,LEC
1161,CMPT,295,BURNABY,25,23,Anthony Dixon,LAB
1071,IAT,101,SURREY,24,24,Yaana Dancer,STL
1161,MSE,110,SURREY,30,0,Amr Marzouk,OPL
1004,ENSC,400,BURNABY,9999,0,(null),CNV
1041,CMPT,820,BURNABY,30,7,Mark Drew,LEC
1041,CMPT,889,BURNABY,30,8,. Tbd,LEC
1061,CMNS,353,BURNABY,0,0,(null),LAB
1041,TECH,124,SURREY,24,13,Yaana Dancer,STL
1064,CMNS,494,BURNABY,35,16,Marcia Shimizu,PRA
1134,CMPT,307,BURNABY,75,67,Petra Berenbrink,LEC
1134,ENSC,402,BURNABY,5,0,(null),SEC
1007,REM,644,BURNABY,9999,0,(null),CNV
1007,ENSC,263,BURNABY,9999,0,(null),CNV
1021,CMPT,300,BURNABY,60,65,Michael Evans,LEC
1087,IAT,265,SURREY,24,24,Yingchen Yang,LAB
1084,CMPT,165,BURNABY,29,28,Steven Pearce,LAB
